-27,-138,wYQ0VKNEfgdhugyaFAT7iPvm9BU=,OpB0nDk8+xUmfxgXa7WnUwDcA0E=
-26,-138,wYQ0VKNEfgdhugyaFAT7iPvm9BU=,OpB0nDk8+xUmfxgXa7WnUwDcA0E=
-27,-139,wYQ0VKNEfgdhugyaFAT7iPvm9BU=,OpB0nDk8+xUmfxgXa7WnUwDcA0E=
-26,-139,wYQ0VKNEfgdhugyaFAT7iPvm9BU=,OpB0nDk8+xUmfxgXa7WnUwDcA0E=
-31,-134,z7fkPVCv6DsOEEwUZuJLLmSCVbs=,IBhGScwY7AOu6sLZVPOR+maVNM8=
-26,-136,ohwYys6HgV/MBuK2MFVdDaVLEXQ=,wt2Vg+f7d3BUxLs/UYTp0hbjK2g=
-27,-137,ohwYys6HgV/MBuK2MFVdDaVLEXQ=,OpB0nDk8+xUmfxgXa7WnUwDcA0E=
-26,-137,ohwYys6HgV/MBuK2MFVdDaVLEXQ=,OpB0nDk8+xUmfxgXa7WnUwDcA0E=
-31,-143,ohwYys6HgV/MBuK2MFVdDaVLEXQ=,VWn6YEcNW2gX/cmX1boY4xSELlY=
-30,-142,Ocl/Fua41LSIGTyo037lbcQ/smE=,VWn6YEcNW2gX/cmX1boY4xSELlY=
-31,-142,Ocl/Fua41LSIGTyo037lbcQ/smE=,VWn6YEcNW2gX/cmX1boY4xSELlY=
-30,-143,Ocl/Fua41LSIGTyo037lbcQ/smE=,VWn6YEcNW2gX/cmX1boY4xSELlY=
-26,-130,Ocl/Fua41LSIGTyo037lbcQ/smE=,oNCwpaO19GwarlKUjFnUxlKr18M=
-27,-131,ZR2Wf0pBOmVshxci8RZSvywxq/o=,oNCwpaO19GwarlKUjFnUxlKr18M=
-27,-130,ZR2Wf0pBOmVshxci8RZSvywxq/o=,oNCwpaO19GwarlKUjFnUxlKr18M=
-28,-131,BnCAFpIeb3Hf7M505pbl4Agx+qI=,oNCwpaO19GwarlKUjFnUxlKr18M=
-30,-130,BnCAFpIeb3Hf7M505pbl4Agx+qI=,iNUh38ILIkwJHEbAWdcAaD8tOn8=
-31,-133,BnCAFpIeb3Hf7M505pbl4Agx+qI=,IBhGScwY7AOu6sLZVPOR+maVNM8=
-31,-132,BnCAFpIeb3Hf7M505pbl4Agx+qI=,iNUh38ILIkwJHEbAWdcAaD8tOn8=
-29,-130,BnCAFpIeb3Hf7M505pbl4Agx+qI=,iNUh38ILIkwJHEbAWdcAaD8tOn8=
-30,-132,BnCAFpIeb3Hf7M505pbl4Agx+qI=,iNUh38ILIkwJHEbAWdcAaD8tOn8=
-29,-132,BnCAFpIeb3Hf7M505pbl4Agx+qI=,iNUh38ILIkwJHEbAWdcAaD8tOn8=
-28,-130,BnCAFpIeb3Hf7M505pbl4Agx+qI=,oNCwpaO19GwarlKUjFnUxlKr18M=
-28,-132,BnCAFpIeb3Hf7M505pbl4Agx+qI=,oNCwpaO19GwarlKUjFnUxlKr18M=
-29,-131,BnCAFpIeb3Hf7M505pbl4Agx+qI=,iNUh38ILIkwJHEbAWdcAaD8tOn8=
-31,-131,BnCAFpIeb3Hf7M505pbl4Agx+qI=,iNUh38ILIkwJHEbAWdcAaD8tOn8=
-30,-131,BnCAFpIeb3Hf7M505pbl4Agx+qI=,iNUh38ILIkwJHEbAWdcAaD8tOn8=
-25,-134,BnCAFpIeb3Hf7M505pbl4Agx+qI=,wt2Vg+f7d3BUxLs/UYTp0hbjK2g=
-25,-135,BnCAFpIeb3Hf7M505pbl4Agx+qI=,wt2Vg+f7d3BUxLs/UYTp0hbjK2g=
-29,-133,BnCAFpIeb3Hf7M505pbl4Agx+qI=,IBhGScwY7AOu6sLZVPOR+maVNM8=
-30,-133,BnCAFpIeb3Hf7M505pbl4Agx+qI=,IBhGScwY7AOu6sLZVPOR+maVNM8=
-27,-132,BnCAFpIeb3Hf7M505pbl4Agx+qI=,oNCwpaO19GwarlKUjFnUxlKr18M=
-28,-133,BnCAFpIeb3Hf7M505pbl4Agx+qI=,wt2Vg+f7d3BUxLs/UYTp0hbjK2g=
-30,-134,BnCAFpIeb3Hf7M505pbl4Agx+qI=,IBhGScwY7AOu6sLZVPOR+maVNM8=
-29,-134,BnCAFpIeb3Hf7M505pbl4Agx+qI=,IBhGScwY7AOu6sLZVPOR+maVNM8=
-27,-134,BnCAFpIeb3Hf7M505pbl4Agx+qI=,wt2Vg+f7d3BUxLs/UYTp0hbjK2g=
-28,-134,BnCAFpIeb3Hf7M505pbl4Agx+qI=,wt2Vg+f7d3BUxLs/UYTp0hbjK2g=
-27,-133,BnCAFpIeb3Hf7M505pbl4Agx+qI=,wt2Vg+f7d3BUxLs/UYTp0hbjK2g=
-18,-130,BnCAFpIeb3Hf7M505pbl4Agx+qI=,zJO2w9+JkPwMvawhPmSCj/5b+PM=
-19,-130,BnCAFpIeb3Hf7M505pbl4Agx+qI=,zJO2w9+JkPwMvawhPmSCj/5b+PM=
-19,-131,BnCAFpIeb3Hf7M505pbl4Agx+qI=,zJO2w9+JkPwMvawhPmSCj/5b+PM=
-18,-131,BnCAFpIeb3Hf7M505pbl4Agx+qI=,zJO2w9+JkPwMvawhPmSCj/5b+PM=
-28,-139,BnCAFpIeb3Hf7M505pbl4Agx+qI=,OpB0nDk8+xUmfxgXa7WnUwDcA0E=
-29,-139,BnCAFpIeb3Hf7M505pbl4Agx+qI=,3iuOgFPOOjeMqO4BPnXobJO2x0k=
-30,-141,BnCAFpIeb3Hf7M505pbl4Agx+qI=,VWn6YEcNW2gX/cmX1boY4xSELlY=
-30,-139,hp1oTOtKvQF3vW3Cptu0ITOZEWE=,3iuOgFPOOjeMqO4BPnXobJO2x0k=
-28,-138,hp1oTOtKvQF3vW3Cptu0ITOZEWE=,OpB0nDk8+xUmfxgXa7WnUwDcA0E=
-31,-141,hp1oTOtKvQF3vW3Cptu0ITOZEWE=,VWn6YEcNW2gX/cmX1boY4xSELlY=
-30,-140,hp1oTOtKvQF3vW3Cptu0ITOZEWE=,3iuOgFPOOjeMqO4BPnXobJO2x0k=
-26,-140,hp1oTOtKvQF3vW3Cptu0ITOZEWE=,OpB0nDk8+xUmfxgXa7WnUwDcA0E=
-29,-141,hp1oTOtKvQF3vW3Cptu0ITOZEWE=,VWn6YEcNW2gX/cmX1boY4xSELlY=
-28,-140,hp1oTOtKvQF3vW3Cptu0ITOZEWE=,OpB0nDk8+xUmfxgXa7WnUwDcA0E=
-29,-142,hp1oTOtKvQF3vW3Cptu0ITOZEWE=,VWn6YEcNW2gX/cmX1boY4xSELlY=
-29,-143,hp1oTOtKvQF3vW3Cptu0ITOZEWE=,VWn6YEcNW2gX/cmX1boY4xSELlY=
-27,-140,hp1oTOtKvQF3vW3Cptu0ITOZEWE=,OpB0nDk8+xUmfxgXa7WnUwDcA0E=
-29,-140,hp1oTOtKvQF3vW3Cptu0ITOZEWE=,3iuOgFPOOjeMqO4BPnXobJO2x0k=
-19,-132,hp1oTOtKvQF3vW3Cptu0ITOZEWE=,zJO2w9+JkPwMvawhPmSCj/5b+PM=
